index,Name,Hall of Fame Class,Year Drafted,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
1251,Ekpe Udoh,,2010.0,58.0,17.8,4.1,1.7,3.8,43.7,0.0,0.0,0,0.7,1.1,65.6,1.4,1.7,3.1,0.7,0.4,1.5,0.8,6.4
1252,Eric Bledsoe,,2010.0,81.0,22.7,6.7,2.5,6.0,42.4,0.4,1.4,27.6,1.2,1.6,74.4,0.8,1.9,2.8,3.6,1.1,0.3,2.4,8.2
1253,Evan Turner,,2010.0,78.0,23.0,7.2,2.9,6.8,42.5,0.2,0.6,31.8,1.3,1.6,80.8,0.5,3.4,3.9,2.0,0.6,0.2,1.0,8.8
1254,Gary Forbes,,2010.0,63.0,12.6,5.2,2.0,4.3,45.4,0.3,0.9,32.8,0.9,1.4,67.8,0.4,1.4,1.8,0.8,0.4,0.1,0.7,4.7
1255,Gary Neal,,2010.0,80.0,21.1,9.8,3.6,7.9,45.1,1.6,3.9,41.9,1.1,1.3,80.8,0.3,2.2,2.5,1.2,0.3,0.1,1.0,8.3
1256,Gordon Hayward,,2010.0,72.0,16.9,5.4,2.0,4.1,48.5,0.5,1.0,47.3,1.0,1.3,71.1,0.6,1.4,1.9,1.1,0.4,0.3,1.0,5.7
1257,Greg Monroe,,2010.0,80.0,27.8,9.4,3.8,6.9,55.1,0.0,0.0,0,1.8,2.9,62.2,3.1,4.4,7.5,1.3,1.2,0.6,1.0,14.7
1258,Greivis Vasquez,,2010.0,70.0,12.3,3.6,1.4,3.3,40.8,0.4,1.2,29.1,0.5,0.6,77.3,0.2,0.9,1.0,2.2,0.3,0.1,1.0,4.0
1259,Ish Smith,,2010.0,43.0,10.3,2.3,1.0,2.7,37.4,0.1,0.2,30,0.3,0.5,57.1,0.2,0.9,1.1,1.8,0.4,0.1,0.8,3.1
1260,Jeremy Evans,,2010.0,49.0,9.4,3.6,1.6,2.3,66.1,0.0,0.0,0,0.5,0.8,70.3,0.7,1.2,2.0,0.5,0.3,0.3,0.4,5.4
1261,John Wall,,2010.0,69.0,37.8,16.4,5.8,14.1,40.9,0.5,1.7,29.6,4.4,5.7,76.6,0.5,4.1,4.6,8.3,1.8,0.5,3.8,18.1
1262,Jordan Crawford,,2010.0,42.0,24.5,11.7,4.6,11.9,38.4,0.8,3.0,25.8,1.7,2.0,86.9,0.7,1.8,2.5,2.8,0.9,0.1,2.0,8.4
1263,Kevin Seraphin,,2010.0,58.0,10.9,2.7,1.1,2.5,44.9,0.0,0.0,0,0.4,0.5,71.0,1.4,1.2,2.6,0.2,0.3,0.5,0.7,3.9
1264,Landry Fields,,2010.0,82.0,31.0,9.7,3.6,7.3,49.7,1.0,2.7,39.3,1.4,1.8,76.9,1.3,5.1,6.4,1.9,1.0,0.2,1.3,13.7
1265,Larry Sanders,,2010.0,60.0,14.5,4.3,1.9,4.5,43.3,0.0,0.0,0,0.5,0.8,56.0,1.0,2.0,3.0,0.3,0.4,1.2,0.6,5.6
1266,Lazar Hayward,,2010.0,42.0,10.0,3.8,1.3,3.7,35.7,0.4,1.4,28.3,0.8,1.0,78.6,0.5,1.1,1.7,0.7,0.3,0.2,0.5,3.6
1267,Luke Harangody,,2010.0,49.0,13.1,3.9,1.6,4.2,38.3,0.3,1.3,24.2,0.4,0.5,73.1,0.8,2.1,2.9,0.6,0.3,0.3,0.3,5.1
1268,Manny Harris,,2010.0,54.0,17.3,5.9,2.0,5.4,37.4,0.6,1.7,37,1.3,1.7,76.3,0.7,1.9,2.6,1.6,0.6,0.1,1.2,5.9
1269,Mustafa Shakur,,2010.0,22.0,7.2,2.3,1.0,2.7,35.6,0.0,0.5,10,0.4,0.7,53.3,0.3,0.7,1.0,1.1,0.2,0.1,0.8,2.0
1270,Nikola Pekovic,,2010.0,65.0,13.6,5.5,2.1,4.0,51.7,0.0,0.0,0,1.3,1.8,76.3,1.4,1.6,3.0,0.4,0.3,0.5,1.4,6.0
1271,Omer Asik,,2010.0,82.0,12.1,2.8,1.0,1.7,55.3,0.0,0.0,0,0.9,1.8,50.3,1.4,2.4,3.7,0.4,0.2,0.7,0.8,5.4
1272,Patrick Patterson,,2010.0,52.0,16.7,6.3,2.9,5.1,55.8,0.0,0.0,0,0.6,0.8,71.4,1.7,2.2,3.8,0.8,0.3,0.7,0.6,8.9
1273,Paul George,,2010.0,61.0,20.7,7.8,2.9,6.5,45.3,0.7,2.3,29.7,1.3,1.7,76.2,0.6,3.1,3.7,1.1,1.0,0.4,1.1,8.9
1274,Pooh Jeter,,2010.0,62.0,13.8,4.1,1.7,4.2,40.9,0.1,0.5,20,0.6,0.7,90.2,0.1,1.0,1.1,2.6,0.5,0.0,0.8,5.0
1275,Quincy Pondexter,,2010.0,66.0,11.1,2.8,1.1,2.7,40.6,0.3,0.8,36,0.4,0.5,70.6,0.3,1.0,1.3,0.4,0.3,0.1,0.2,3.0
1276,Samardo Samuels,,2010.0,37.0,18.9,7.8,3.0,6.5,45.6,0.0,0.1,0,1.8,3.0,61.8,2.0,2.2,4.3,0.5,0.4,0.5,1.4,7.3
1277,Semih Erden,,2010.0,41.0,14.5,4.0,1.5,2.7,55.9,0.0,0.0,0,1.0,1.5,65.0,0.9,2.0,2.9,0.5,0.4,0.6,0.8,5.8
1278,Tiago Splitter,,2010.0,60.0,12.3,4.6,1.7,3.2,52.9,0.0,0.0,0,1.3,2.3,54.3,1.2,2.1,3.4,0.4,0.5,0.3,0.5,6.1
1279,Timofey Mozgov,,2010.0,45.0,11.6,3.6,1.4,3.0,47.4,0.0,0.0,0,0.8,1.2,71.2,1.0,1.7,2.7,0.3,0.3,0.6,0.8,4.9
1280,Trevor Booker,,2010.0,65.0,16.4,5.3,2.1,3.9,54.9,0.0,0.0,0,1.0,1.6,67.3,1.5,2.4,3.9,0.5,0.5,0.7,0.6,8.0
1281,Wesley Johnson,,2010.0,79.0,26.2,9.0,3.4,8.6,39.7,1.3,3.7,35.6,0.8,1.2,69.6,0.6,2.4,3.0,1.9,0.7,0.7,1.2,8.5
1282,Xavier Henry,,2010.0,38.0,13.9,4.3,1.7,4.2,40.6,0.1,0.4,11.8,0.9,1.4,63.5,0.2,0.7,1.0,0.5,0.3,0.1,0.3,2.8
1283,Alec Burks,,2011.0,59.0,15.9,7.2,2.6,6.1,42.9,0.3,0.8,33.3,1.8,2.4,72.7,1.0,1.3,2.2,0.9,0.5,0.1,0.9,5.9
1284,Andrew Goudelock,,2011.0,40.0,10.5,4.4,1.7,4.4,39.1,0.7,1.9,37.3,0.3,0.3,91.7,0.1,0.7,0.8,0.5,0.1,0.0,0.5,2.6
1285,Bismack Biyombo,,2011.0,63.0,23.1,5.2,2.0,4.4,46.4,0.0,0.0,0,1.1,2.3,48.3,1.8,4.0,5.8,0.4,0.3,1.8,1.1,8.9
1286,Brandon Knight,,2011.0,66.0,32.3,12.8,4.8,11.7,41.5,1.6,4.2,38,1.6,2.1,75.9,0.5,2.7,3.2,3.8,0.7,0.1,2.6,10.8
1287,Chandler Parsons,,2011.0,63.0,28.6,9.5,3.9,8.7,45.2,1.0,2.8,33.7,0.7,1.2,55.1,1.4,3.3,4.8,2.1,1.2,0.5,1.3,11.4
1288,Charles Jenkins,,2011.0,51.0,17.5,5.8,2.5,5.7,44.7,0.1,0.4,15,0.7,0.8,87.2,0.2,1.2,1.3,3.3,0.7,0.1,1.2,6.8
1289,Chris Singleton,,2011.0,66.0,21.7,4.6,1.8,4.7,37.2,0.7,1.9,34.6,0.5,0.7,68.2,0.7,2.9,3.5,0.7,1.1,0.5,0.6,6.7
1290,Cory Higgins,,2011.0,38.0,11.1,3.9,1.4,4.2,32.5,0.1,0.5,20,1.1,1.6,70.0,0.2,0.7,0.9,0.9,0.1,0.2,1.0,1.8
1291,Cory Joseph,,2011.0,29.0,9.2,2.0,0.8,2.4,31.4,0.1,0.5,20,0.4,0.6,64.7,0.2,0.7,0.9,1.2,0.2,0.1,0.4,2.1
1292,Derrick Williams,,2011.0,66.0,21.5,8.8,3.1,7.5,41.2,0.6,2.1,26.8,2.1,3.0,69.7,1.2,3.5,4.7,0.6,0.5,0.5,1.2,8.5
1293,Donald Sloan,,2011.0,33.0,20.3,5.5,2.4,6.0,39.9,0.1,0.8,8,0.7,0.9,76.7,0.5,1.5,2.0,3.2,0.4,0.1,1.5,5.9
1294,E'Twaun Moore,,2011.0,38.0,8.7,2.9,1.1,3.0,38.1,0.4,1.2,37.8,0.2,0.2,100.0,0.1,0.8,0.9,0.9,0.3,0.1,0.6,2.6
1295,Enes Kanter,,2011.0,66.0,13.2,4.6,1.8,3.6,49.6,0.0,0.0,0,1.1,1.6,66.7,1.6,2.6,4.2,0.1,0.3,0.3,0.8,6.4
1296,Greg Stiemsma,,2011.0,55.0,13.9,2.9,1.2,2.2,54.5,0.0,0.0,0,0.5,0.7,70.7,0.9,2.3,3.2,0.5,0.7,1.6,0.6,7.1
1297,Gustavo Ayon,,2011.0,54.0,20.1,5.9,2.6,4.8,53.6,0.0,0.0,0,0.7,1.2,61.9,1.6,3.3,4.9,1.4,1.0,0.8,0.8,10.5
1298,Iman Shumpert,,2011.0,59.0,28.9,9.5,3.6,9.1,40.1,0.8,2.7,30.6,1.5,1.8,79.8,0.7,2.4,3.2,2.8,1.7,0.1,1.9,9.6
1299,Isaiah Thomas,,2011.0,65.0,25.5,11.5,3.9,8.8,44.8,1.3,3.4,37.9,2.4,2.8,83.2,0.7,1.8,2.6,4.1,0.8,0.1,1.6,12.2
1300,Ivan Johnson,,2011.0,56.0,16.7,6.4,2.5,4.9,51.3,0.0,0.1,33.3,1.3,1.8,72.0,1.2,2.9,4.0,0.6,0.8,0.3,1.2,7.9
1301,JaJuan Johnson,,2011.0,36.0,8.3,3.2,1.5,3.4,44.6,0.0,0.0,0,0.2,0.3,66.7,0.6,1.1,1.6,0.2,0.1,0.4,0.4,3.1
1302,Jan Vesely,,2011.0,57.0,18.9,4.7,2.1,3.8,53.7,0.0,0.0,0,0.6,1.1,53.2,1.8,2.6,4.4,0.8,0.7,0.6,1.1,7.8
1303,Jeremy Pargo,,2011.0,44.0,9.6,2.9,1.1,3.4,33.3,0.2,0.9,26.3,0.4,0.6,59.3,0.3,0.6,0.8,1.3,0.3,0.0,1.1,1.7
1304,Jeremy Tyler,,2011.0,42.0,13.5,4.9,2.1,5.0,42.1,0.0,0.0,0,0.7,1.2,55.8,1.3,2.0,3.3,0.4,0.4,0.5,0.9,5.2
1305,Jimmer Fredette,,2011.0,61.0,18.6,7.6,2.8,7.3,38.6,1.3,3.5,36.1,0.7,0.8,83.3,0.3,0.9,1.2,1.8,0.5,0.1,1.1,5.4
1306,Jimmy Butler,,2011.0,42.0,8.5,2.6,0.8,1.9,40.5,0.0,0.3,18.2,1.0,1.3,76.8,0.5,0.8,1.3,0.3,0.3,0.1,0.3,2.9
1307,Jon Leuer,,2011.0,46.0,12.1,4.7,2.1,4.2,50.8,0.1,0.2,33.3,0.5,0.6,75.0,1.0,1.6,2.6,0.5,0.3,0.4,0.4,6.0
1308,Jordan Hamilton,,2011.0,26.0,9.9,4.4,1.8,4.3,43.2,0.7,1.8,36.2,0.1,0.2,40.0,0.4,2.0,2.4,0.8,0.1,0.1,0.6,4.7
1309,Jordan Williams,,2011.0,43.0,14.8,4.6,1.8,3.5,50.7,0.0,0.0,0,1.0,1.5,65.2,1.5,2.1,3.6,0.3,0.5,0.3,0.5,6.5
1310,Josh Harrellson,,2011.0,37.0,14.6,4.4,1.7,4.0,42.3,0.5,1.6,33.9,0.4,0.7,61.5,1.3,2.6,3.9,0.3,0.6,0.5,0.5,6.6
1311,Kawhi Leonard,,2011.0,64.0,24.0,7.9,3.1,6.3,49.3,0.6,1.7,37.6,1.1,1.4,77.3,1.6,3.5,5.1,1.1,1.3,0.4,0.7,11.6
1312,Kemba Walker,,2011.0,66.0,27.2,12.1,4.3,11.6,36.6,1.0,3.4,30.5,2.5,3.2,78.9,0.5,3.1,3.5,4.4,0.9,0.3,1.8,11.4
1313,Kenneth Faried,,2011.0,46.0,22.5,10.2,3.9,6.7,58.6,0.0,0.0,0,2.4,3.6,66.5,3.1,4.6,7.7,0.8,0.7,1.0,1.2,15.3
1314,Klay Thompson,,2011.0,66.0,24.4,12.5,4.8,10.9,44.3,1.7,4.1,41.4,1.2,1.4,86.8,0.4,2.1,2.4,2.0,0.7,0.3,1.6,10.2
1315,Kyrie Irving,,2011.0,51.0,30.5,18.5,6.9,14.6,46.9,1.4,3.6,39.9,3.4,3.8,87.2,0.9,2.9,3.7,5.4,1.1,0.4,3.1,17.7
1316,Lance Thomas,,2011.0,42.0,15.0,4.0,1.4,3.0,45.2,0.0,0.0,0,1.2,1.5,83.9,1.2,1.8,3.0,0.3,0.2,0.2,0.6,5.2
1317,Lavoy Allen,,2011.0,41.0,15.2,4.1,1.9,4.1,47.3,0.0,0.0,0,0.3,0.3,78.6,1.1,3.0,4.2,0.8,0.3,0.4,0.5,7.2
1318,Malcolm Lee,,2011.0,19.0,12.8,3.3,1.2,3.1,39.0,0.1,0.5,20,0.7,0.9,82.4,0.5,0.9,1.4,1.6,0.4,0.2,0.9,3.9
1319,Markieff Morris,,2011.0,63.0,19.5,7.4,2.8,6.9,39.9,0.7,2.0,34.7,1.2,1.7,71.7,1.1,3.3,4.4,1.0,0.7,0.7,1.1,8.4
1320,MarShon Brooks,,2011.0,56.0,29.4,12.6,4.9,11.4,42.8,0.8,2.7,31.3,2.0,2.6,76.4,1.3,2.3,3.6,2.3,0.9,0.3,2.1,10.5
1321,Mickell Gladness,,2011.0,26.0,9.7,2.2,1.0,2.3,42.4,0.0,0.0,0,0.2,0.5,50.0,0.5,1.7,2.2,0.2,0.1,0.8,0.3,3.7
1322,Nikola Vucevic,,2011.0,51.0,15.9,5.5,2.6,5.7,45.0,0.1,0.2,37.5,0.4,0.7,52.9,1.7,3.1,4.8,0.6,0.4,0.7,0.7,7.9
1323,Nolan Smith,,2011.0,44.0,12.3,3.8,1.5,4.1,37.2,0.3,1.0,28.9,0.5,0.6,71.4,0.4,0.9,1.3,1.4,0.4,0.1,0.9,3.3
1324,Norris Cole,,2011.0,65.0,19.4,6.8,2.7,6.9,39.3,0.3,1.2,27.6,1.0,1.3,77.6,0.3,1.1,1.4,2.0,0.7,0.0,1.6,4.8
1325,Reggie Jackson,,2011.0,45.0,11.1,3.1,1.1,3.5,32.1,0.3,1.4,21,0.6,0.6,86.2,0.3,0.9,1.2,1.6,0.6,0.0,0.8,3.2
1326,Ricky Rubio,,2011.0,41.0,34.2,10.6,3.4,9.5,35.7,0.8,2.3,34,3.1,3.8,80.3,0.5,3.7,4.2,8.2,2.2,0.2,3.2,15.4
1327,Shelvin Mack,,2011.0,64.0,12.2,3.6,1.4,3.4,40.0,0.2,0.7,28.6,0.7,0.9,71.2,0.2,1.3,1.4,2.0,0.4,0.0,0.8,4.5
1328,Tobias Harris,,2011.0,42.0,11.4,5.0,1.9,4.0,46.7,0.1,0.5,26.1,1.0,1.3,81.5,0.7,1.7,2.4,0.5,0.3,0.2,0.7,5.2
1329,Tristan Thompson,,2011.0,60.0,23.7,8.2,3.2,7.4,43.9,0.0,0.0,0,1.8,3.2,55.2,3.1,3.4,6.5,0.5,0.5,1.0,1.4,9.7
1330,Alexey Shved,,2012.0,77.0,23.9,8.6,3.1,8.2,37.2,1.1,3.7,29.5,1.4,1.9,72.0,0.5,1.7,2.3,3.7,0.7,0.3,1.9,8.0
1331,Andre Drummond,,2012.0,60.0,20.7,7.9,3.5,5.7,60.8,0.0,0.0,50,1.0,2.7,37.1,2.8,4.8,7.6,0.5,1.0,1.6,0.9,13.8
1332,Andrew Nicholson,,2012.0,75.0,16.7,7.8,3.4,6.5,52.7,0.0,0.0,0,1.0,1.3,79.8,0.9,2.5,3.4,0.6,0.3,0.4,1.1,8.2
1333,Anthony Davis,,2012.0,64.0,28.8,13.5,5.5,10.6,51.6,0.0,0.1,0,2.6,3.5,75.1,2.6,5.6,8.2,1.0,1.2,1.8,1.4,18.2
1334,Arnett Moultrie,,2012.0,47.0,11.5,3.7,1.7,2.9,58.2,0.0,0.0,0,0.4,0.6,64.3,1.6,1.5,3.1,0.2,0.4,0.2,0.4,5.8
1335,Austin Rivers,,2012.0,61.0,23.2,6.2,2.4,6.4,37.2,0.5,1.4,32.6,1.0,1.8,54.6,0.3,1.5,1.8,2.1,0.4,0.1,1.2,4.6
1336,Bernard James,,2012.0,46.0,9.9,2.8,1.2,2.2,51.5,0.0,0.0,0,0.5,0.9,61.0,1.1,1.7,2.8,0.1,0.3,0.8,0.4,5.1
1337,Bradley Beal,,2012.0,56.0,31.2,13.9,5.0,12.3,41.0,1.6,4.2,38.6,2.2,2.8,78.6,0.8,3.0,3.8,2.4,0.9,0.5,1.6,12.1
1338,Brian Roberts,,2012.0,78.0,17.0,7.1,2.7,6.6,41.7,0.8,2.0,38.6,0.9,1.0,90.9,0.2,1.0,1.2,2.8,0.5,0.0,0.9,6.9
1339,Chris Copeland,,2012.0,56.0,15.4,8.7,3.3,6.8,47.9,1.1,2.5,42.1,1.1,1.5,75.9,0.6,1.5,2.1,0.5,0.3,0.2,0.9,7.0
1340,Damian Lillard,,2012.0,82.0,38.6,19.0,6.7,15.7,42.9,2.3,6.1,36.8,3.3,3.9,84.4,0.5,2.6,3.1,6.5,0.9,0.2,3.0,17.3
1341,Darius Miller,,2012.0,52.0,13.3,2.3,0.8,2.1,40.7,0.4,1.1,39.3,0.2,0.2,100.0,0.2,1.3,1.5,0.8,0.3,0.2,0.4,3.5
1342,DeQuan Jones,,2012.0,63.0,12.7,3.7,1.5,3.5,43.6,0.1,0.6,25.7,0.5,0.8,66.7,0.3,1.4,1.7,0.3,0.3,0.3,0.5,3.6
1343,Dion Waiters,,2012.0,61.0,28.8,14.7,5.5,13.4,41.2,1.0,3.3,31,2.6,3.5,74.6,0.4,2.1,2.4,3.0,1.0,0.3,2.0,10.6
1344,Donatas Motiejunas,,2012.0,44.0,12.2,5.7,2.2,4.8,45.5,0.5,1.9,28.9,0.7,1.2,62.7,0.8,1.3,2.1,0.7,0.2,0.2,0.8,5.0
1345,Doron Lamb,,2012.0,47.0,12.3,3.3,1.3,3.5,36.8,0.3,0.8,37.8,0.4,0.7,58.8,0.2,0.8,1.0,0.7,0.3,0.0,0.6,2.2
1346,Draymond Green,,2012.0,79.0,13.4,2.9,1.1,3.3,32.7,0.2,0.8,20.9,0.6,0.7,81.8,0.7,2.6,3.3,0.7,0.5,0.3,0.7,4.7
1347,Evan Fournier,,2012.0,38.0,11.3,5.3,2.0,4.0,49.3,0.6,1.4,40.7,0.8,1.0,76.9,0.2,0.8,0.9,1.2,0.5,0.0,0.8,4.8
1348,Festus Ezeli,,2012.0,78.0,14.4,2.4,0.9,2.2,43.8,0.0,0.0,0,0.6,1.0,53.1,1.8,2.2,4.0,0.3,0.3,0.9,0.8,5.5
1349,Harrison Barnes,,2012.0,81.0,25.4,9.2,3.4,7.8,43.9,0.6,1.8,35.9,1.8,2.3,75.8,0.7,3.5,4.1,1.2,0.6,0.2,1.3,9.2
1350,Jae Crowder,,2012.0,78.0,17.3,5.0,1.8,4.7,38.4,0.8,2.5,32.8,0.6,0.9,64.4,0.4,1.9,2.4,1.2,0.8,0.2,0.6,5.8
1351,Jared Sullinger,,2012.0,45.0,19.8,6.0,2.5,5.0,49.3,0.0,0.1,20,1.0,1.4,74.6,2.0,3.8,5.9,0.8,0.5,0.5,0.6,10.1
1352,Jeremy Lamb,,2012.0,23.0,6.4,3.1,1.0,3.0,35.3,0.4,1.3,30,0.6,0.6,100.0,0.2,0.6,0.8,0.2,0.1,0.1,0.3,2.1
1353,Joel Freeland,,2012.0,51.0,9.4,2.6,1.1,2.8,40.8,0.0,0.0,0,0.4,0.5,66.7,0.8,1.5,2.3,0.3,0.3,0.2,0.4,3.5
1354,John Henson,,2012.0,63.0,13.1,6.0,2.6,5.3,48.2,0.0,0.0,0,0.9,1.7,53.3,1.8,2.9,4.7,0.5,0.3,0.7,0.8,7.9
1355,John Jenkins,,2012.0,61.0,14.8,6.1,2.1,4.8,44.6,0.9,2.3,38.4,1.0,1.1,84.3,0.3,1.3,1.5,0.9,0.2,0.2,0.7,5.4
1356,Jonas Valanciunas,,2012.0,62.0,23.9,8.9,3.3,5.9,55.7,0.0,0.0,0,2.4,3.0,78.9,2.0,4.0,6.0,0.7,0.3,1.3,1.5,12.4
1357,Kendall Marshall,,2012.0,48.0,14.6,3.0,1.2,3.1,37.1,0.5,1.5,31.5,0.2,0.3,57.1,0.1,0.8,0.9,3.0,0.5,0.1,1.2,4.1
1358,Kim English,,2012.0,41.0,9.9,2.9,1.0,2.7,37.5,0.3,1.2,28,0.5,0.7,72.4,0.2,0.7,0.9,0.6,0.4,0.1,0.5,2.5
1359,Kyle O'Quinn,,2012.0,57.0,11.2,4.1,1.8,3.5,51.3,0.0,0.0,0,0.5,0.8,66.7,1.1,2.5,3.7,0.9,0.2,0.5,0.7,6.7
1360,Kyle Singler,,2012.0,82.0,28.0,8.8,3.4,7.8,42.8,0.9,2.4,35,1.2,1.5,80.6,1.3,2.7,4.0,0.9,0.7,0.5,1.2,8.9
1361,Maalik Wayns,,2012.0,27.0,7.5,2.8,1.0,3.3,29.5,0.3,1.1,22.6,0.6,0.7,89.5,0.0,0.2,0.3,1.0,0.2,0.0,0.6,1.4
1362,Marquis Teague,,2012.0,48.0,8.2,2.1,0.9,2.4,38.1,0.1,0.5,17.4,0.2,0.3,56.3,0.1,0.9,0.9,1.3,0.2,0.1,0.7,2.3
1363,Maurice Harkless,,2012.0,76.0,26.0,8.2,3.4,7.4,46.1,0.4,1.5,27.4,1.0,1.7,57.0,1.6,2.8,4.4,0.7,1.2,0.8,0.9,9.6
1364,Meyers Leonard,,2012.0,69.0,17.5,5.5,2.2,4.0,54.5,0.0,0.1,42.9,1.0,1.3,80.9,1.2,2.5,3.7,0.5,0.2,0.6,0.7,7.6
1365,Michael Kidd-Gilchrist,,2012.0,78.0,26.0,9.0,3.6,7.9,45.8,0.0,0.1,22.2,1.8,2.4,74.9,1.7,4.2,5.8,1.5,0.7,0.9,1.3,11.8
1366,Mike Scott,,2012.0,40.0,9.4,4.6,1.8,3.7,47.6,0.0,0.0,0,1.1,1.4,76.8,1.0,1.8,2.8,0.3,0.1,0.1,0.5,5.0
1367,Mirza Teletovic,,2012.0,53.0,9.4,3.5,1.3,3.5,38.4,0.7,2.0,34.3,0.2,0.2,81.8,0.6,1.2,1.8,0.4,0.3,0.1,0.4,3.6
1368,Nando De Colo,,2012.0,72.0,12.8,3.8,1.5,3.3,43.6,0.4,1.1,37.8,0.5,0.6,79.5,0.3,1.6,1.9,1.9,0.6,0.1,1.1,5.2
1369,Orlando Johnson,,2012.0,51.0,12.1,4.0,1.4,3.5,40.0,0.7,1.8,38.3,0.5,0.6,71.9,0.4,1.8,2.2,0.9,0.2,0.2,0.6,4.6
1370,Pablo Prigioni,,2012.0,78.0,16.2,3.5,1.3,2.8,45.5,0.7,1.7,39.6,0.3,0.3,88.0,0.5,1.3,1.8,3.0,0.9,0.0,1.1,6.6
1371,Patrick Beverley,,2012.0,41.0,17.4,5.6,1.9,4.6,41.8,0.9,2.3,37.5,0.8,1.0,82.9,1.1,1.6,2.7,2.9,0.9,0.5,1.1,8.6
1372,Perry Jones III,,2012.0,38.0,7.4,2.3,1.0,2.6,39.4,0.0,0.1,0,0.3,0.4,66.7,0.3,1.3,1.6,0.3,0.1,0.2,0.4,2.4
1373,Terrence Ross,,2012.0,73.0,17.0,6.4,2.5,6.3,40.7,0.9,2.7,33.2,0.4,0.6,71.4,0.5,1.5,2.0,0.7,0.6,0.2,0.7,5.3
1374,Thomas Robinson,,2012.0,70.0,15.1,4.8,2.0,4.6,43.0,0.0,0.0,0,0.8,1.6,52.3,1.7,2.8,4.5,0.7,0.6,0.4,1.3,6.3
1375,Tony Wroten,,2012.0,35.0,7.8,2.6,0.9,2.5,38.4,0.1,0.5,25,0.6,0.8,72.4,0.4,0.4,0.8,1.2,0.2,0.1,0.8,2.4
1376,Tyler Zeller,,2012.0,77.0,26.4,7.9,3.2,7.3,43.8,0.0,0.1,0,1.6,2.0,76.4,2.1,3.6,5.7,1.2,0.5,0.9,1.2,10.4
1377,Victor Claver,,2012.0,49.0,16.6,3.8,1.5,3.9,39.2,0.5,1.8,28.7,0.3,0.6,46.7,0.6,1.8,2.4,0.9,0.5,0.2,0.9,4.3
1378,Will Barton,,2012.0,73.0,12.2,4.0,1.6,4.2,38.2,0.1,0.9,13.8,0.7,0.9,76.9,0.5,1.5,2.0,0.8,0.5,0.1,0.8,3.8
1379,Alex Len,,2013.0,42.0,8.6,2.0,0.8,1.9,42.3,0.0,0.0,0,0.5,0.7,64.5,0.9,1.4,2.4,0.1,0.1,0.4,0.6,3.1
1380,Andre Roberson,,2013.0,40.0,10.0,1.9,0.8,1.7,48.5,0.1,0.3,15.4,0.2,0.3,70.0,0.9,1.5,2.4,0.4,0.5,0.3,0.5,3.9
1381,Anthony Bennett,,2013.0,52.0,12.8,4.2,1.5,4.3,35.6,0.3,1.0,24.5,0.8,1.3,63.8,0.9,2.0,3.0,0.3,0.4,0.1,0.9,3.9
1382,Archie Goodwin,,2013.0,52.0,10.3,3.7,1.5,3.2,45.5,0.1,0.7,13.9,0.7,1.1,67.3,0.5,1.2,1.7,0.4,0.4,0.2,0.8,3.4
1383,Ben McLemore,,2013.0,82.0,26.7,8.8,3.1,8.3,37.6,1.2,3.6,32,1.4,1.7,80.4,0.6,2.2,2.9,1.0,0.6,0.2,1.2,6.7
1384,Brandon Davies,,2013.0,51.0,11.3,2.8,1.1,2.5,42.2,0.0,0.2,20,0.7,1.0,64.2,0.7,1.4,2.1,0.5,0.5,0.2,0.7,3.6
1385,CJ McCollum,,2013.0,38.0,12.5,5.3,1.9,4.7,41.6,0.8,2.1,37.5,0.6,0.9,67.6,0.2,1.1,1.3,0.7,0.4,0.1,0.9,3.7
1386,Cody Zeller,,2013.0,82.0,17.3,6.0,2.1,4.9,42.6,0.0,0.0,0,1.8,2.4,73.0,1.4,2.9,4.3,1.1,0.5,0.5,1.1,7.8
1387,Dennis Schroder,,2013.0,49.0,13.1,3.7,1.5,3.8,38.3,0.2,0.9,23.8,0.6,0.9,67.4,0.1,1.1,1.2,1.9,0.3,0.0,1.2,3.3
1388,Dewayne Dedmon,,2013.0,31.0,12.6,3.1,1.2,2.7,45.8,0.0,0.0,0,0.7,1.0,65.6,1.2,2.9,4.1,0.2,0.2,0.7,0.6,5.9
1389,Dionte Christmas,,2013.0,31.0,6.4,2.3,0.7,2.0,35.5,0.3,1.0,29,0.6,0.8,75.0,0.4,0.8,1.2,0.3,0.1,0.1,0.2,2.3
1390,Gal Mekel,,2013.0,31.0,9.4,2.4,1.0,2.8,34.9,0.2,0.6,25,0.3,0.4,66.7,0.2,0.7,0.9,2.0,0.1,0.0,1.0,2.5
1391,Giannis Antetokounmpo,,2013.0,77.0,24.6,6.8,2.2,5.4,41.4,0.5,1.5,34.7,1.8,2.6,68.3,1.0,3.4,4.4,1.9,0.8,0.8,1.6,9.1
1392,Gigi Datome,,2013.0,34.0,7.0,2.4,1.0,2.9,35.1,0.2,1.1,17.9,0.2,0.3,80.0,0.4,0.9,1.4,0.3,0.2,0.0,0.3,2.1
1393,Gorgui Dieng,,2013.0,60.0,13.6,4.8,1.9,3.8,49.8,0.0,0.0,100,1.0,1.6,63.4,1.7,3.3,5.0,0.7,0.5,0.8,0.9,8.4
